1984,65,6
1985,79,7
1986,77,7
1987,67,6
1988,62,6
1989,56,5
1990,43,4
1991,43,4
1992,28,2
1993,20,2
1994,15,1
1995,26,2
1996,38,3
1997,48,4
1998,46,4
1999,53,5
2000,67,6
2001,64,6
2002,57,5
2003,50,5
2004,44,4
2005,45,4
2006,50,5
2007,63,6
2008,62,6
2009,80,8
2010,114,11
2011,148,14
2012,121,12
2013,127,12
2014,165,16
2015,299,29
2016,460,46
2017,457,45
