Published Date,URL
2015-08-07,https://bits.blogs.nytimes.com/2015/08/07/daily-report-a-peek-at-the-future-of-artificial-intelligence-and-human-relationships/
2015-03-26,https://bits.blogs.nytimes.com/2015/03/26/facebooks-yann-lecun-discusses-digital-companions-and-artificial-intelligence/
2015-04-26,https://www.nytimes.com/2015/04/26/movies/alex-garland-of-ex-machina-talks-about-artificial-intelligence.html
2015-01-21,https://www.nytimes.com/2015/01/21/opinion/can-capitalists-save-capitalism.html
2014-12-16,https://www.nytimes.com/2014/12/16/science/century-long-study-will-examine-effects-of-artificial-intelligence.html
2015-01-16,https://bits.blogs.nytimes.com/2015/01/16/facebook-offers-artificial-intelligence-tech-to-open-source-group/
2014-12-23,https://www.nytimes.com/2014/12/23/science/losing-bits-of-ourselves.html
2014-11-05,https://www.nytimes.com/2014/11/06/fashion/artificial-intelligence-as-a-threat.html
2015-07-28,https://www.nytimes.com/2015/07/28/technology/elon-musk-and-stephen-hawking-among-hundreds-to-urge-ban-on-military-robots.html
2015-08-06,https://bits.blogs.nytimes.com/2015/08/06/ibm-adds-medical-images-to-watson-buying-merge-healthcare-for-1-billion/
2015-07-11,https://bits.blogs.nytimes.com/2015/07/11/the-more-real-threat-posed-by-powerful-computers/
2014-12-11,https://www.nytimes.com/video/movies/100000003284104/ai-artificial-intelligence.html
2015-08-04,https://www.nytimes.com/2015/08/04/science/for-sympathetic-ear-more-chinese-turn-to-smartphone-program.html
2015-05-26,https://www.nytimes.com/2015/05/26/science/darpa-robotics-challenge-terminator.html
2014-12-11,https://www.nytimes.com/video/movies/100000003284106/ai-artificial-intelligence-trailer-1.html
2015-06-11,https://www.nytimes.com/2015/06/12/technology/robotica-sex-robot-realdoll.html
2015-05-10,https://www.nytimes.com/2015/05/10/opinion/sunday/john-urschel.html
2015-06-04,https://www.nytimes.com/2015/06/04/technology/computer-scientists-are-astir-after-baidu-team-is-barred-from-ai-competition.html
2015-05-22,https://www.nytimes.com/2015/05/22/science/robots-that-can-match-human-dexterity.html
2015-05-15,https://news.blogs.nytimes.com/2015/05/15/what-were-reading-55/
2015-04-06,https://www.nytimes.com/2015/04/07/upshot/if-algorithms-know-all-how-much-should-humans-help.html
2015-05-21,https://www.nytimes.com/2015/05/21/style/ava-of-ex-machina-is-just-sci-fi-for-now.html
2015-05-20,https://www.nytimes.com/2015/05/20/opinion/why-robots-will-always-need-us.html
2015-04-13,https://bits.blogs.nytimes.com/2015/04/13/ibm-creates-watson-health-to-analyze-medical-data/
2015-07-27,https://www.nytimes.com/interactive/2015/07/27/science/chatting-with-xiaoice.html
2015-06-25,https://www.nytimes.com/2015/06/25/technology/personaltech/amazon-echo-aka-alexa-is-a-personal-aide-in-need-of-schooling.html
2015-02-23,https://opinionator.blogs.nytimes.com/2015/02/23/outing-a-i-beyond-the-turing-test/
2015-08-10,https://www.nytimes.com/2015/08/11/upshot/algorithms-and-bias-q-and-a-with-cynthia-dwork.html
2014-12-16,https://www.nytimes.com/2014/12/16/science/paul-allen-adds-oomph-to-ai-pursuit.html
2015-06-11,https://bits.blogs.nytimes.com/2015/06/11/baidu-fires-researcher-tied-to-contest-disqualification/
2014-11-11,https://www.nytimes.com/video/science/100000003229658/animation-of-how-new-missiles-may-work.html
