Year,Index
2016-11-28,2344
2016-11-29,2345
2016-12-03,2347
2016-12-05,2349
2016-12-05,2353
2016-12-06,2355
2016-12-07,2358
2016-12-07,2360
2016-12-09,2363
2016-12-12,2364
2016-12-14,2365
2016-12-14,2367
2016-12-16,2369
2016-12-21,2371
2016-12-23,2372
2016-12-24,2373
2016-12-25,2374
2016-12-29,2376
2017-01-04,2380
2017-01-04,2382
2017-01-09,2386
2017-01-10,2388
2017-01-12,2391
2017-01-12,2393
2017-01-13,2396
2017-01-17,2397
2017-01-17,2398
2017-01-20,2399
2017-01-20,2400
2017-01-22,2401
2017-01-22,2402
2017-01-24,2403
2017-01-24,2404
2017-01-25,2405
2017-01-25,2406
2017-01-27,2409
2017-02-01,2410
2017-02-02,2411
2017-02-03,2413
2017-02-05,2414
2017-02-06,2415
2017-02-06,2416
2017-02-08,2417
2017-02-10,2418
2017-02-13,2421
2017-02-14,2422
2017-02-14,2423
2017-02-15,2424
2017-02-19,2425
2017-02-23,2426
2017-02-25,2430
2017-03-01,2431
2017-03-02,2432
2017-03-03,2433
2017-03-04,2435
2017-03-07,2436
2017-03-07,2437
2017-03-09,2438
2017-03-13,2440
2017-03-14,2441
2017-03-16,2442
2017-03-17,2444
2017-03-19,2445
2017-03-20,2446
2017-03-21,2448
2017-03-21,2449
2017-03-22,2451
2017-03-22,2452
2017-03-24,2454
2017-03-25,2455
2017-03-25,2456
2017-03-27,2457
2017-03-27,2458
2017-03-28,2459
2017-03-28,2460
2017-03-28,2461
2017-04-02,2464
2017-04-03,2466
2017-04-03,2468
2017-04-04,2470
2017-04-04,2471
2017-04-05,2472
2017-04-06,2474
2017-04-06,2475
2017-04-07,2476
2017-04-09,2478
2017-04-10,2479
2017-04-11,2481
2017-04-12,2483
2017-04-12,2484
2017-04-13,2485
2017-04-14,2486
2017-04-14,2487
2017-04-14,2488
2017-04-15,2490
2017-04-17,2491
2017-04-17,2492
2017-04-18,2494
2017-04-19,2496
2017-04-19,2497
2017-04-22,2498
2017-04-24,2499
2017-04-25,2500
2017-04-25,2502
2017-04-25,2503
2017-04-27,2504
2017-04-27,2505
2017-04-27,2506
2017-04-28,2507
2017-04-28,2508
2017-04-28,2509
2017-05-01,2510
2017-05-01,2511
2017-05-01,2512
2017-05-01,2513
2017-05-02,2516
2017-05-02,2517
2017-05-09,2522
2017-05-09,2523
2017-05-10,2525
2017-05-12,2528
2017-05-18,2536
2017-05-22,2537
2017-05-22,2538
2017-05-22,2539
2017-05-22,2540
2017-05-23,2543
2017-05-23,2544
2017-05-24,2546
2017-05-24,2547
2017-05-25,2549
2017-05-25,2551
2017-05-27,2552
2017-05-30,2553
2017-05-30,2554
2017-06-06,2557
2017-06-06,2558
2017-06-06,2559
2017-06-12,2563
2017-06-13,2565
2017-06-15,2566
2017-06-16,2569
2017-06-20,2574
2017-06-20,2575
2017-06-20,2576
2017-06-22,2578
2017-06-22,2579
2017-06-22,2580
2017-06-23,2581
2017-06-26,2585
2017-06-26,2586
2017-06-27,2587
2017-06-28,2588
2017-06-29,2590
2017-06-29,2591
2017-06-29,2592
2017-07-02,2595
2017-07-06,2598
2017-07-11,2601
2017-07-11,2602
2017-07-11,2603
2017-07-11,2604
2017-07-13,2605
2017-07-14,2606
2017-07-18,2608
2017-07-20,2609
2017-07-22,2610
2017-07-22,2611
2017-07-28,2613
2017-07-28,2614
2017-08-04,2621
2017-08-05,2624
2017-08-05,2626
2017-08-06,2627
2017-08-06,2628
2017-08-09,2629
2017-08-13,2630
2017-08-14,2631
2017-08-14,2632
2017-08-15,2633
2017-08-16,2634
2017-08-17,2636
2017-08-18,2637
2017-08-24,2639
2017-08-25,2640
2017-08-29,2641
2017-09-01,2643
2017-09-05,2647
2017-09-06,2648
2017-09-06,2651
2017-09-08,2654
2017-09-08,2655
2017-09-08,2656
2017-09-08,2657
2017-09-10,2660
2017-09-10,2661
2017-09-11,2662
2017-09-13,2663
2017-09-15,2666
2017-09-16,2667
2017-09-19,2668
2017-09-21,2670
2017-09-26,2674
2017-09-27,2675
2017-09-27,2676
2017-09-27,2678
2017-09-28,2679
2017-09-28,2680
2017-09-28,2681
2017-09-29,2682
2017-09-30,2683
2017-10-02,2684
2017-10-02,2685
2017-10-04,2688
2017-10-05,2689
2017-10-05,2690
2017-10-05,2691
2017-10-06,2696
2017-10-07,2698
2017-10-08,2700
2017-10-09,2702
2017-10-10,2703
2017-10-11,2706
2017-10-11,2708
2017-10-11,2709
2017-10-11,2710
2017-10-12,2711
2017-10-13,2712
2017-10-13,2713
2017-10-17,2716
2017-10-18,2717
2017-10-19,2718
2017-10-20,2720
2017-10-20,2721
2017-10-22,2723
2017-10-22,2724
2017-10-23,2725
2017-10-23,2727
2017-10-24,2730
2017-10-27,2732
2017-10-28,2733
2017-10-29,2734
2017-10-29,2735
2017-10-31,2736
2017-10-31,2737
2017-10-31,2738
2017-11-01,2740
2017-11-01,2741
2017-11-01,2742
2017-11-01,2743
2017-11-01,2745
2017-11-02,2746
2017-11-02,2747
2017-11-02,2748
2017-11-03,2749
2017-11-03,2750
2017-11-05,2753
2017-11-06,2755
2017-11-06,2757
2017-11-07,2759
2017-11-07,2762
2017-11-08,2765
2017-11-08,2767
2017-11-09,2770
2017-11-13,2773
2017-11-13,2774
2017-11-13,2775
2017-11-13,2776
2017-11-13,2777
2017-11-14,2779
2017-11-17,2781
2017-11-17,2782
2017-11-17,2784
2017-11-19,2785
2017-11-21,2786
2017-11-21,2787
2017-11-21,2789
2017-11-28,2792
2017-11-29,2793
2017-11-29,2794
2017-11-30,2795
2017-11-30,2796
2017-11-30,2797
2017-12-01,2799
2017-12-03,2802
2017-12-03,2803
2017-12-04,2805
2017-12-04,2807
2017-12-05,2810
2017-12-06,2811
2017-12-06,2812
2017-12-06,2813
2017-12-08,2815
2017-12-11,2816
2017-12-13,2820
2017-12-13,2822
2017-12-14,2823
2017-12-14,2825
2017-12-15,2826
2017-12-15,2827
2017-12-15,2829
2017-12-17,2830
2017-12-19,2831
2017-12-19,2832
2017-12-19,2833
2017-12-19,2834
2017-12-20,2835
2017-12-21,2838
2017-12-26,2840
2017-12-26,2841
2017-12-26,2842
2017-12-27,2843
2017-12-27,2844
2017-12-27,2847
2017-12-31,2850
2018-01-02,2853
2018-01-02,2854
2018-01-03,2859
2018-01-04,2862
2018-01-08,2867
2018-01-08,2868
2018-01-10,2871
2018-01-11,2873
2018-01-12,2876
2018-01-14,2877
2018-01-17,2884
2018-01-17,2886
2018-01-17,2887
2018-01-18,2889
2018-01-19,2890
2018-01-22,2891
2018-01-22,2892
2018-01-23,2893
2018-01-23,2894
2018-01-24,2895
2018-01-26,2898
2018-01-26,2900
2018-01-28,2901
2018-01-30,2903
2018-01-30,2904
2018-01-31,2907
2018-01-31,2909
2018-02-01,2911
2018-02-02,2913
2018-02-03,2914
2018-02-04,2915
2018-02-07,2916
2018-02-08,2917
2018-02-09,2919
2018-02-09,2920
2018-02-09,2921
2018-02-10,2922
2018-02-10,2924
2018-02-12,2925
2018-02-12,2926
2018-02-12,2927
2018-02-12,2928
2018-02-13,2930
2018-02-13,2931
2018-02-16,2936
2018-02-19,2937
2018-02-21,2951
2018-02-21,2953
2018-02-21,2955
2018-02-21,2956
2018-02-22,2958
2018-02-25,2962
2018-02-26,2964
2018-02-27,2965
2018-02-27,2966
2018-02-28,2968
2018-02-28,2969
2018-02-28,2970
2018-03-04,2972
2018-03-04,2973
2018-03-05,2976
2018-03-06,2979
2018-03-06,2980
2018-03-06,2981
2018-03-07,2982
2018-03-07,2983
2018-03-07,2984
2018-03-07,2985
2018-03-12,2992
2018-03-13,2993
2018-03-14,2996
2018-03-15,2999
2018-03-16,3000
2018-03-16,3001
2018-03-19,3004
2018-03-20,3008
2018-03-21,3011
2018-03-21,3013
2018-03-22,3014
2018-03-22,3015
2018-03-22,3016
2018-03-23,3019
2018-03-23,3021
2018-03-24,3023
2018-03-26,3025
2018-03-27,3030
2018-03-27,3034
2018-03-28,3038
2018-03-28,3039
2018-03-28,3040
2018-03-28,3042
2018-03-29,3046
2018-03-29,3047
2018-03-29,3048
2018-03-29,3049
2018-03-29,3050
2018-03-29,3051
2018-03-29,3052
2018-03-30,3053
2018-04-02,3055
2018-04-03,3057
2018-04-03,3060
2018-04-04,3061
2018-04-04,3062
2018-04-04,3064
2018-04-05,3069
2018-04-05,3070
2018-04-06,3074
2018-04-06,3075
2018-04-06,3077
